"default","n_collect","credit_ratio","interest","initial_list_status","recover","coll_fee","out_prncp","total_cc","term","fees_rec","total_acc","employment","amount","monthly_payment","funded","status","v1","int_rec","reason","last_payment","pymnt_rec","quality","out_prncp_inv","violations","del","inc","prin_rec","credit_bal","ncc","req"
0,1,32,17.86,"b",0,0,6948.58,2069.3," 3 yrs",0,42,"10+",8225,296.78,8225,"checked",31.98,792.88,"debt",296.78,2069.3,"q4",6948.58,0,2,60000,1276.42,6496,26,4
0,0,60.8,13.99,"b",0,0,10718.69,1809.08," 3 yrs",0,68,"2",12000,410.08,12000,"partial",10.91,527.77,"debt",410.08,1809.08,"q3",10718.69,1,0,98500,1281.31,16589,21,2
0,0,24,12.29,"b",0,0,4530.6,663.67," 3 yrs",0,27,"2",5000,166.77,5000,"partial",27.56,194.27,"debt",166.77,663.67,"q3",4530.6,0,0,51000,469.4,3797,11,0
0,0,77.5,19.52,"b",0,0,314.12,1661.4," 3 yrs",0,27,"< 1",1500,55.38,1500,"checked",16.61,475.52,"renovation",55.38,1661.4,"q4",314.12,1,1,84000,1185.88,12600,19,3
0,0,83.3,16.29,"b",0,0,17006.81,23492.77," 5 yrs",0,17,"10+",30000,734.18,30000,"checked",18.87,10499.58,"debt",734.18,23492.77,"q3",17006.81,0,0,80987,12993.19,35663,15,1
1,0,43.5,24.5,"b",0,0,0,4027.65," 5 yrs",0,21,"1",12600,366.15,12600,"partial",22.16,2699.66,"cc",366.15,4027.65,"q6",0,1,0,30000,1327.99,10793,12,3
0,0,33.6,7.9,"b",0,0,372.76,13142.15," 3 yrs",0,31,"10+",12000,375.49,12000,"unchecked",15.37,1514.9,"debt",375.49,13142.15,"q1",372.76,0,0,85000,11627.25,9005,13,1
1,0,27.4,12.49,"b",0,0,0,15535.8," 3 yrs",0,39,"6",16550,553.58,16550,"partial",25.49,1311.66,"cc",553.58,15535.8,"q2",0,0,4,53398,14224.14,4904,21,1
0,0,0,14.85,"b",0,0,15000,0," 5 yrs",0,19,"2",15000,355.67,15000,"partial",1.61,0,"other",0,0,"q3",15000,0,0,50000,0,25093,4,0
0,0,54.7,14.98,"a",0,0,1900.73,4117.09," 3 yrs",0,42,"6",4950,171.55,4950,"unchecked",7.14,1067.82,"debt",171.55,4117.09,"q3",1900.73,0,0,27500,3049.27,4755,17,0
0,0,59,14.31,"b",0,0,7840.77,4509.58," 3 yrs",0,32,"10+",11000,377.62,11000,"partial",36.75,1350.35,"debt",377.62,4509.58,"q3",7840.77,0,5,40000,3159.23,10088,13,1
1,0,51.5,15.61,"b",0,0,0,1125," 3 yrs",0,16,"5",10725,375,10725,"checked",0.6,409.31,"debt",375,1125,"q4",0,0,2,82000,715.69,1595,9,0
0,0,61.1,12.99,"b",0,0,3281.81,2354.69," 3 yrs",0,10,"10+",5000,168.45,5000,"checked",4.8,636.5,"other",168.45,2354.69,"q3",3281.81,15,0,55000,1718.19,6415,6,0
1,0,86,15.31,"a",176.87,1.65,0,1398.44," 3 yrs",0,13,"9",3900,135.79,3900,"partial",12.06,406.92,"cc",135.79,1398.44,"q3",0,0,0,35000,814.65,5502,8,1
0,0,68.6,8.9,"a",0,0,324.08,11102.38," 3 yrs",0,14,"10+",10000,317.54,10000,"partial",6.7,1426.46,"cc",317.54,11102.38,"q1",324.08,0,0,50000,9675.92,9394,5,0
1,0,68.9,18.49,"a",754.02,132.8616,0,10784.29," 3 yrs",0,28,"10+",12000,436.79,12000,"checked",31.41,3234.68,"debt",436.79,10784.29,"q4",0,0,0,54369,6795.59,9364,19,0
0,0,28.2,10.99,"b",0,0,6335.96,2739.44," 3 yrs",0,53,"10+",8400,274.97,8400,"checked",18.51,675.4,"debt",274.97,2739.44,"q2",6335.96,1,0,45000,2064.04,15948,19,3
0,0,83,19.99,"a",0,0,25947.35,20396.2," 5 yrs",0,31,"4",35000,927.1,35000,"checked",24.14,11343.55,"cc",927.1,20396.2,"q5",25947.35,1,0,93000,9052.65,25470,17,0
0,0,82.5,23.63,"a",0,0,0,38736.6865798," 5 yrs",0,16,"10+",30000,856.61,30000,"checked",16.76,8736.69,"debt",26747.81,38704.42,"q6",0,0,0,88000,30000,21541,9,2
0,0,68.9,11.53,"b",0,0,0,17234.19," 5 yrs",0,28,"10+",16000,352.13,16000,"partial",14.58,1234.19,"renovation",14779.53,17234.19,"q2",0,0,0,150000,16000,16951,16,0
1,0,32.6,22.45,"b",0,0,0,2459.2," 3 yrs",0,16,"NA",4000,153.7,4000,"partial",15.73,1003.84,"medical",153.7,2459.2,"q5",0,0,1,28000,1455.36,6004,10,0
0,0,103.8,14.65,"b",0,0,3543.25,686.64," 3 yrs",0,24,"3",4000,137.98,4000,"checked",28.93,229.89,"cc",137.98,686.64,"q3",3543.25,0,0,28000,456.75,2699,17,1
1,0,65.4,12.12,"a",673.28,6.36,0,1072.15," 3 yrs",0,42,"3",12000,399.26,12000,"unchecked",24.7,121.08,"debt",399.26,1069.92,"q2",0,0,0,61513,277.79,16323,9,2
1,0,70.3,10.99,"a",892.07,8.920700001,0,2364.11," 3 yrs",0,33,"5",7500,245.51,7500,"unchecked",9.16,387.26,"renovation",245.51,2364.11,"q2",0,1,0,46000,1084.78,4428,5,0
1,0,69.8,16.29,"a",609.5,6.0950000043,0,7272.76," 3 yrs",0,13,"7",9000,317.71,9000,"checked",20.19,1957.56,"cc",317.71,7272.76,"q3",0,0,0,28000,4705.7,6565,7,1
1,0,93.8,22.95,"a",2214.35,398.583,0,12566.16," 5 yrs",0,43,"1",16000,450.59,16000,"checked",31.89,6227.51,"debt",450.59,12507.23,"q6",0,0,0,66000,4124.3,16509,15,1
1,0,71.4,10.15,"a",0,0,10895.66,5314.62," 3 yrs",0,32,"10+",15000,485.07,15000,"partial",13.85,1210.28,"debt",485.07,5314.62,"q2",10895.66,0,1,92000,4104.34,26835,16,0
0,0,1.7,17.49,"a",0,0,0,6490.28805625," 3 yrs",29.9537239547,19,"5",5000,179.49,5000,"unchecked",4.46,1460.33,"debt",192.46,6490.29,"q4",0,0,2,42000,5000,154,3,2
1,0,80.4,14.33,"a",1179.7,199.874999997,0,8230.38," 3 yrs",0,5,"7",7925,272.13,7925,"unchecked",4.24,1694.41,"debt",272.13,8230.38,"q3",0,0,0,45000,5356.27,5225,3,0
0,0,54,13.11,"a",0,0,0,17431.3827131," 3 yrs",0,28,"10+",15000,506.21,15000,"unchecked",15.26,2431.38,"debt",8324.22,17373.3,"q2",0,0,1,71335,15000,18303,17,1
1,0,32.8,15.8,"a",1473.57,14.7356999988,0,5634.18," 3 yrs",0,11,"3",13200,462.78,13200,"unchecked",4.61,1421.42,"boat",462.78,5634.18,"q3",0,0,0,45000,2739.19,7279,5,2
0,0,79.3,16.29,"b",0,0,4261.35,5365.79," 3 yrs",0,35,"3",8000,282.41,8000,"unchecked",27.33,1627.14,"debt",282.41,5365.79,"q4",4261.35,0,1,80000,3738.65,45069,12,0
0,0,64.9,5.32,"a",0,0,11098.19,1916.08," 3 yrs",0,23,"7",12750,383.97,12750,"partial",13.87,264.27,"debt",383.97,1901.05,"q1",11011.15,0,0,254000,1651.81,86952,13,0
0,0,92.2,16.29,"a",0,0,1691.49,13975.87," 3 yrs",0,14,"10+",12375,436.85,12375,"partial",4.55,3292.36,"renovation",436.85,13975.87,"q3",1691.49,1,1,81000,10683.51,9312,7,0
1,0,26.3,10.99,"b",0,0,0,2110.04," 3 yrs",15,9,"5",4000,130.94,4000,"checked",1.9,477.93,"debt",145.94,2110.04,"q2",0,1,0,38000,1617.11,1182,4,0
0,0,59.3,13.33,"b",0,0,9542.57,723.94," 3 yrs",0,15,"2",10000,338.54,10000,"checked",12.19,266.51,"debt",392.81,723.94,"q3",9542.57,0,0,106756,457.43,5574,9,1
1,0,76.5,16.24,"a",0,0,17696.88,14056.27," 5 yrs",0,23,"10+",25000,611.15,25000,"partial",26.64,6753.15,"cc",611.15,14056.27,"q3",17696.88,0,0,65000,7303.12,29545,16,0
0,0,94.3,19.52,"b",0,0,5072.81,14398.8," 3 yrs",0,45,"6",15000,553.8,15000,"partial",25.94,4471.61,"debt",553.8,14398.8,"q4",5072.81,0,0,75000,9927.19,13395,15,4
1,0,75.5,23.4,"a",0,0,11664.57,10913.52," 5 yrs",0,16,"10+",16000,454.74,16000,"checked",29.63,6578.09,"renovation",454.74,10913.52,"q5",11664.57,0,0,62000,4335.43,8909,9,0
1,0,84.5,19.05,"b",0,0,8460.55,37217.81," 3 yrs",0,12,"10+",35000,1283.85,35000,"checked",7.14,10678.36,"business",1283.85,37217.81,"q4",8460.55,0,0,110000,26539.45,18684,7,1
1,0,38.5,15.8,"b",0,0,11426.5,31903.3," 3 yrs",0,25,"10+",35000,1227.05,35000,"checked",2.17,8329.8,"renovation",1227.05,31903.3,"q3",11426.5,0,0,125000,23573.5,9245,10,3
0,0,92,12.84,"a",0,0,0,3267.59," 3 yrs",0,8,"5",2700,90.77,2700,"unchecked",16.09,567.59,"other",92.35,3267.59,"q3",0,0,0,29676,2700,828,3,3
0,0,65.2,9.99,"a",0,0,19826.28,2854.7," 3 yrs",0,28,"3",22000,709.78,22000,"checked",21.13,680.98,"debt",709.78,2854.7,"q2",19826.28,0,1,61000,2173.72,19809,14,1
0,0,71.7,13.18,"a",0,0,14056.49,679.04," 5 yrs",0,27,"9",14400,328.98,14400,"checked",23.04,335.53,"debt",328.98,679.04,"q3",14056.49,1,0,75000,343.51,19061,12,2
0,0,29.4,12.99,"a",0,0,7876.49,5651.12," 3 yrs",0,39,"9",12000,404.27,12000,"unchecked",23.1,1527.61,"debt",404.27,5651.12,"q3",7876.49,0,0,30000,4123.51,7192,20,0
1,0,36.2,24.7,"a",0,0,12783.84,15368.91," 5 yrs",0,11,"10+",18825,549.24,18825,"checked",6.5,9327.75,"debt",549.24,15368.91,"q7",12783.84,0,1,108000,6041.16,3933,7,4
0,0,70.6,12.69,"b",0,0,4401.22,2203.39," 3 yrs",0,27,"2",6000,201.27,6000,"unchecked",10.65,604.61,"debt",201.27,2203.39,"q3",4401.22,0,0,32000,1598.78,10872,9,1
1,0,34.2,6.49,"b",0,0,0,4047.52," 3 yrs",0,33,"10+",18900,579.19,18900,"checked",22.81,654.05,"debt",579.19,4047.52,"q1",0,0,0,104000,3393.47,20176,14,1
1,0,22.3,11.14,"b",0,0,0,1082.46," 3 yrs",0,19,"NA",5500,180.43,5500,"checked",15.27,288.08,"cc",180.43,1082.46,"q2",0,0,1,20000,794.38,6542,11,1
0,0,91,12.29,"a",0,0,10790.92,2133.21," 5 yrs",0,8,"4",12000,268.7,12000,"partial",19.59,924.13,"debt",268.7,2133.21,"q3",10790.92,0,0,43500,1209.08,8641,4,1
0,0,18.7,10.38,"a",0,0,0,9394.41," 5 yrs",0,26,"2",8000,171.48,8000,"partial",19.8,1394.41,"debt",5469.49,9394.41,"q2",0,0,0,28000,8000,9345,12,1
0,0,44,16.99,"a",0,0,1801.58,284.43," 3 yrs",0,24,"5",1975,70.41,1975,"unchecked",13.79,111.01,"debt",70.41,284.43,"q4",1801.58,1,0,35000,173.42,2842,7,1
0,0,15.3,10.99,"b",0,0,7621.05,501.78," 3 yrs",0,38,"NA",8000,261.88,8000,"partial",27.62,122.83,"debt",261.88,486.1,"q2",7382.89,0,0,54097,378.95,5097,14,0
0,0,51.2,12.29,"b",0,0,6954.8,734.45," 3 yrs",0,76,"1",7500,250.15,7500,"partial",36,189.25,"debt",270,734.45,"q3",6954.8,0,1,62000,545.2,24721,33,2
0,0,87.9,11.55,"b",0,0,0,16557.66," 3 yrs",0,19,"10+",14400,475.2,14400,"unchecked",12.58,2157.66,"debt",7528.86,16557.66,"q2",0,0,1,60000,14400,12038,6,2
0,0,25.3,10.99,"b",0,0,3515.13,129.93," 3 yrs",0,24,"1",3600,117.85,3600,"partial",20.39,45.06,"moving",132.13,129.93,"q2",3515.13,0,1,45000,84.87,8464,14,0
1,0,83.4,19.52,"a",1419.96,255.5928,0,9726.78," 3 yrs",0,24,"3",15000,553.8,15000,"checked",23.59,3091.6,"debt",553.8,9726.78,"q4",0,0,0,47000,5215.22,13763,14,1
0,0,60,13.99,"a",0,0,24773.61,4762.44," 3 yrs",0,30,"< 1",28000,956.84,28000,"partial",17.54,1536.05,"debt",956.84,4762.44,"q3",24773.61,0,2,125000,3226.39,28844,17,3
0,0,38.6,14.49,"b",0,0,0,9931.95," 3 yrs",0,29,"9",8975,308.89,8975,"unchecked",11.12,956.95,"debt",7460.83,9931.95,"q3",0,1,0,110000,8975,3779,17,1
0,0,41.5,6.03,"b",0,0,11004.06,10348.24," 3 yrs",0,21,"< 1",20000,608.72,20000,"partial",9.36,1352.3,"debt",608.72,10348.24,"q1",11004.06,0,0,135000,8995.94,50820,12,0
0,0,95.1,14.54,"a",0,0,0,7439.76," 3 yrs",0,18,"2",6000,206.65,6000,"checked",23.24,1439.76,"cc",217.67,7439.76,"q4",0,0,0,41196,6000,4755,11,1
0,0,62.2,14.33,"b",0,0,5347.65,380.14," 3 yrs",0,54,"10+",5600,192.3,5600,"checked",15.41,127.79,"moving",192.3,380.14,"q3",5347.65,1,1,96000,252.35,16104,19,1
0,0,3.2,11.99,"b",0,0,3600,0," 3 yrs",0,23,"9",3600,119.56,3600,"checked",6.73,0,"cc",0,0,"q3",3600,1,0,1e+05,0,101,7,0
0,0,51.5,12.42,"a",0,0,0,6949.59917985," 3 yrs",14.9791032454,31,"10+",5800,193.81,5800,"unchecked",11.75,1134.62,"debt",1321.54,6949.6,"q2",0,0,0,72000,5800,5404,8,1
0,0,13.3,11.36,"a",0,0,0,29617.64," 3 yrs",0,40,"1",25000,822.78,25000,"unchecked",18.78,4617.66,"renovation",840.84,29114.15,"q2",0,0,1,150000,24999.98,4546,12,3
0,0,60,14.99,"a",0,0,1072.25,622.75," 3 yrs",0,31,"10+",1500,52,1500,"unchecked",26.99,195,"other",52,622.75,"q3",1072.25,0,0,63000,427.75,13679,13,1
0,0,31.2,12.69,"b",0,0,14266.97,1706.48," 5 yrs",0,41,"1",15200,343.44,15200,"checked",25.26,773.45,"debt",343.44,1706.48,"q3",14266.97,0,0,42000,933.03,9766,18,1
1,0,46.5,13.98,"a",0,0,0,4907.78," 3 yrs",0,14,"8",16000,546.69,16000,"checked",9.14,1509.88,"cc",546.69,4907.78,"q3",0,0,1,92000,3397.9,6842,9,2
0,0,99.6,14.07,"a",0,0,0,12102.31," 3 yrs",0,4,"3",11700,400.28,11700,"unchecked",11.26,402.31,"debt",11303.87,2353.26,"q5",0,0,0,38256,11700,8963,3,2
0,0,2.4,6.54,"a",0,0,0,10293.14," 3 yrs",0,12,"< 1",15000,285.98,9325,"checked",5.79,968.14,"boat",305.74,9713.56,"q1",0,0,0,66500,9325,195,10,0
0,0,34,12.29,"b",0,0,4233.82,793.95," 3 yrs",0,13,"< 1",4800,160.1,4800,"partial",23.4,227.77,"other",160.1,793.95,"q3",4233.82,0,0,39131,566.18,1224,9,0
0,0,39,15.61,"b",0,0,22561.79,2483.42," 3 yrs",0,25,"< 1",24175,845.28,24175,"unchecked",23.46,870.21,"renovation",845.28,2483.42,"q4",22561.79,0,0,75000,1613.21,22381,13,1
1,0,58.1,24.99,"b",0,0,1893.32,2289.96," 3 yrs",0,10,"1",3200,127.22,3200,"unchecked",18.14,983.28,"other",127.22,2289.96,"q6",1893.32,0,0,34000,1306.68,2614,7,0
1,0,0.2,11.89,"a",22.05,8.18,0,10610.85," 3 yrs",0,42,"1",20000,663.28,20000,"unchecked",10.55,2586.51,"business",663.28,6256.94,"q2",0,0,0,48100,8002.29,53287,14,5
1,0,85.4,15.8,"b",1064.83,10.6483000021,0,12743.29," 3 yrs",0,16,"6",15875,556.56,15875,"checked",21.64,3340.47,"debt",556.56,12743.29,"q3",0,0,0,50414,8337.99,38608,10,1
0,0,57.2,6.24,"b",0,0,21549.21,2922.64," 3 yrs",0,33,"4",24000,732.74,24000,"partial",21.85,471.85,"cc",732.74,2922.64,"q1",21549.21,0,1,73000,2450.79,34855,9,0
0,0,12.3,7.89,"b",0,0,18507.57,1859.63," 3 yrs",0,23,"NA",20000,625.72,20000,"checked",28.87,367.2,"renovation",625.72,1859.63,"q1",18507.57,0,0,42000,1492.43,8914,6,0
0,0,62.1,10.99,"b",0,0,23434.18,756.31," 3 yrs",0,26,"2",24000,785.62,24000,"partial",9.75,190.49,"renovation",785.62,756.31,"q2",23434.18,0,1,165000,565.82,16825,12,0
0,0,23,13.99,"a",0,0,10990.42,1944.79," 5 yrs",0,23,"1",12000,279.16,12000,"partial",15.8,935.21,"debt",279.16,1944.79,"q3",10990.42,0,1,85000,1009.58,3685,7,1
0,0,44.7,8.18,"b",0,0,5091.27,512.18," 3 yrs",0,26,"6",5500,172.81,5500,"partial",4.84,103.45,"debt",172.81,512.18,"q2",5091.27,1,0,1e+05,408.73,8716,6,0
1,0,18.7,21.28,"a",14816.67,3703.43,0,14816.67," 3 yrs",0,16,"10+",25000,945.48,25000,"checked",13.46,0,"business",0,11081.88,"q6",0,0,0,82000,0,75,3,1
0,0,23.4,6.89,"b",0,0,15598.64,487.11," 3 yrs",0,21,"10+",16000,493.23,16000,"unchecked",18.95,85.75,"cc",493.23,487.11,"q1",15598.64,0,1,67000,401.36,7035,9,0
0,0,72.9,18.25,"a",0,0,4543.69,7981.16," 3 yrs",0,9,"2",10000,362.78,10000,"partial",7.23,2524.85,"debt",362.78,7981.16,"q4",4543.69,0,0,35000,5456.31,7434,5,1
0,0,69.2,15.61,"a",0,0,14580.1,18291.16," 3 yrs",0,32,"10+",27500,961.54,27500,"checked",8.54,5371.26,"debt",961.54,18291.16,"q4",14580.1,0,0,140000,12919.9,27614,15,0
1,0,56.1,10.51,"a",0,0,0,649.6," 3 yrs",0,14,"< 1",4000,130.03,4000,"unchecked",5.07,166.63,"other",130.03,194.55,"q2",0,0,0,130068,482.97,11840,9,0
0,0,50.9,12.69,"b",0,0,8739.16,2245.4," 5 yrs",0,32,"2",10000,225.95,10000,"partial",31.76,984.56,"debt",225.95,2245.4,"q3",8739.16,0,0,50000,1260.84,6470,9,1
0,0,71.7,21.98,"a",0,0,11530.34,16961.74," 5 yrs",0,37,"1",19200,530.07,19200,"checked",23.67,9292.08,"debt",530.07,16961.74,"q5",11530.34,0,0,62000,7669.66,13045,17,0
0,0,37,11.53,"a",0,0,4645.86,488.47," 3 yrs",0,19,"5",5000,164.96,5000,"unchecked",14.37,134.33,"cc",164.96,488.47,"q2",4645.86,1,0,40500,354.14,2209,9,0
0,0,6.5,6.03,"a",0,0,0,10147.37," 3 yrs",0,14,"5",10000,304.36,10000,"unchecked",1,147.37,"renovation",9540.09,10147.37,"q1",0,0,0,60000,10000,1015,4,1
0,0,95,9.99,"b",0,0,8281.9,2252.86," 3 yrs",0,18,"< 1",10000,322.63,10000,"partial",26.55,534.76,"debt",322.63,2252.86,"q2",8281.9,0,0,94500,1718.1,26132,10,0
0,0,77.9,20.49,"a",0,0,19221.51,3855.07," 5 yrs",0,32,"2",20700,554.09,20700,"checked",28.72,2376.58,"cc",554.09,3855.07,"q5",19221.51,0,0,75000,1478.49,44930,18,1
0,0,85.5,15.31,"a",0,0,0,15424.63," 3 yrs",0,25,"< 1",14525,505.73,14525,"checked",11.13,899.63,"cc",308.37,15424.63,"q3",0,0,0,120000,14525,15048,11,2
1,0,88.7,13.65,"b",0,0,0,10202.4," 3 yrs",0,26,"1",20000,680.16,20000,"unchecked",31.2,2844.27,"debt",680.16,10202.4,"q3",0,0,0,70000,7358.13,24742,12,0
0,0,92.2,13.33,"b",0,0,30190.28,8799.27," 5 yrs",0,22,"10+",35000,802.29,35000,"checked",30.66,3989.55,"debt",802.29,8723.85,"q3",29931.51,0,0,85000,4809.72,35859,11,0
0,0,33.5,15.61,"a",0,0,19307.43,19529.62," 5 yrs",0,14,"8",30000,723.34,30000,"partial",6.85,8837.05,"debt",723.34,19529.62,"q3",19307.43,0,0,75000,10692.57,15456,8,0
0,0,24.5,14.3,"a",0,0,3863.14,10705.93," 3 yrs",0,41,"10+",12000,411.89,12000,"checked",15.65,2569.07,"debt",411.89,10705.93,"q3",3863.14,0,0,73000,8136.86,9173,16,2
0,0,67.7,12.69,"b",0,0,8584.85,2005.65," 3 yrs",0,20,"2",10000,335.45,10000,"partial",33.54,590.5,"debt",335.45,2005.65,"q3",8584.85,0,0,35000,1415.15,17054,15,1
0,0,26.4,12.99,"a",0,0,3129.03,7578.99," 3 yrs",0,17,"10+",9000,303.21,9000,"partial",15.21,1708.02,"debt",303.21,7578.99,"q2",3129.03,0,0,32500,5870.97,11287,12,1
0,0,67.6,17.86,"a",0,0,11286.06,5953.42," 3 yrs",0,26,"NA",15075,543.94,15075,"checked",29.26,2164.48,"debt",543.94,5953.42,"q4",11286.06,0,1,42000,3788.94,26853,16,0
1,0,30.8,13.66,"b",0,0,0,2198.67," 5 yrs",0,20,"6",12000,277.11,12000,"partial",12.61,1028.77,"debt",277.11,2198.67,"q3",0,0,0,65000,1169.9,4339,9,0
0,0,68.4,11.14,"b",0,0,758.87,26810," 3 yrs",0,25,"10+",23350,766,23350,"checked",22.43,4218.87,"cc",766,26810,"q2",758.87,0,0,65000,22591.13,29534,10,0
1,0,46.8,16.55,"b",0,0,18887.76,2442.76," 5 yrs",0,34,"10+",20000,492.23,20000,"partial",18.26,1330.52,"debt",492.23,2442.76,"q4",18887.76,0,1,65000,1112.24,22879,16,3
0,0,16.8,13.98,"a",0,0,0,14995.29," 3 yrs",0,28,"3",14000,478.36,14000,"checked",5.82,995.29,"debt",12314.01,14995.29,"q3",0,0,2,93600,14000,4823,18,3
0,0,5.7,11.53,"b",0,0,6452.19,2106.32," 3 yrs",0,25,"10+",8000,263.93,8000,"unchecked",23.83,558.51,"debt",263.93,2106.32,"q2",6452.19,0,1,45000,1547.81,350,9,1
0,0,59.9,10.65,"a",0,0,0,40832.5898219," 3 yrs",0,33,"10+",35000,1140.07,35000,"partial",10.21,5832.59,"debt",7781.36,40832.59,"q2",0,0,0,180000,35000,129894,9,3
0,0,33.5,8.39,"b",0,0,3073.91,2946.95," 3 yrs",0,32,"5",5500,173.35,5500,"unchecked",11.3,520.86,"cc",173.35,2946.95,"q1",3073.91,1,0,115000,2426.09,14436,20,1
0,0,39.5,8.18,"b",0,0,0,25383.84," 5 yrs",0,33,"10+",24000,488.71,24000,"checked",8.57,1383.84,"debt",21495.97,25383.84,"q2",0,0,0,89500,24000,25555,14,1
1,0,43.2,11.67,"a",0,0,4693.53,3332.14," 3 yrs",0,13,"5",7200,238.01,7200,"partial",6.62,825.67,"debt",238.01,3332.14,"q2",4693.53,1,0,60000,2506.47,9638,11,2
0,0,73,16.99,"a",0,0,18522.38,2416.55," 5 yrs",0,29,"< 1",19600,487.01,19600,"unchecked",29.76,1338.93,"debt",487.01,2416.55,"q4",18522.38,0,0,44600,1077.62,18751,13,1
1,0,73,20.99,"b",0,0,4504.31,536.86," 3 yrs",0,24,"4",4800,180.82,4800,"unchecked",29.46,241.17,"debt",180.82,536.86,"q5",4504.31,0,0,57024,295.69,11759,12,1
1,0,99.2,20.5,"a",1899.29,341.8722,0,5369.06," 5 yrs",0,21,"10+",14400,385.53,14400,"partial",4.41,2124.68,"debt",385.53,5369.06,"q5",0,0,0,76800,1345.09,8133,4,1
0,0,38.6,8.18,"a",0,0,11882.82,782.66," 3 yrs",0,21,"3",12500,392.75,12500,"unchecked",12.39,165.48,"cc",392.75,782.66,"q2",11882.82,0,1,40000,617.18,6750,7,0
0,0,72.8,14.16,"b",0,0,4396.6,7536.32," 3 yrs",0,29,"10+",10000,342.56,10000,"checked",30.97,1932.92,"cc",342.56,7536.32,"q3",4396.6,0,1,40800,5603.4,14788,15,3
0,0,61.4,8.18,"b",0,0,17505.95,3132.86," 3 yrs",0,20,"2",20000,628.39,20000,"unchecked",23.27,638.81,"cc",628.39,3132.86,"q2",17505.95,0,0,60000,2494.05,24375,11,0
1,0,0,13.23,"a",129.59,1.32,0,958.11," 5 yrs",0,4,"7",3300,75.48,3300,"unchecked",18.88,374.9,"other",75.48,958.11,"q3",0,0,0,30504,453.62,0,2,0
1,0,67.9,10.64,"a",0,0,0,14975.93," 3 yrs",0,27,"8",20000,651.37,20000,"checked",15.52,2944.82,"debt",651.37,14957.23,"q2",0,0,1,104000,12031.11,9987,13,0
0,1,96.3,14.98,"b",0,0,3721.44,7173.7," 3 yrs",0,13,"10+",9000,311.9,9000,"partial",13.38,1895.14,"cc",311.9,7173.7,"q3",3721.44,0,0,46000,5278.56,13970,6,1
1,0,53.6,15.61,"a",0,0,5913.85,3493.37," 3 yrs",0,33,"2",8250,288.46,8250,"unchecked",15.97,1157.22,"debt",320.31,3493.37,"q4",5913.85,0,1,90000,2336.15,27934,18,0
0,0,34.7,8.18,"a",0,0,15297.14,3385.18," 3 yrs",0,32,"7",18000,565.56,18000,"unchecked",14.45,682.32,"cc",565.56,3380.48,"q2",15275.9,0,0,55000,2702.86,8784,13,0
0,0,19.2,13.33,"b",0,0,22543.25,4547.45," 5 yrs",0,38,"< 1",25000,573.06,25000,"partial",11.25,2090.7,"debt",573.06,4547.45,"q3",22543.25,0,2,98000,2456.75,11776,13,0
0,0,82.7,14.33,"a",0,0,536,4391.29," 3 yrs",0,10,"NA",4000,137.36,4000,"checked",34.75,927.29,"debt",137.36,4391.29,"q3",536,1,0,19200,3464,13235,7,0
0,0,40.3,12.69,"a",0,0,4533.24,662.11," 3 yrs",0,11,"NA",5000,167.73,5000,"checked",17.76,195.35,"renovation",167.73,662.11,"q3",4533.24,3,0,40000,466.76,2578,7,0
0,0,70.6,13.99,"b",0,0,10532.02,2782.27," 5 yrs",0,26,"2",12000,279.16,12000,"partial",19.79,1314.29,"debt",279.16,2782.27,"q3",10532.02,0,0,71000,1467.98,15465,15,0
0,0,52.5,10.16,"a",0,0,2268.75,11635.44," 3 yrs",0,24,"10+",12000,388.11,12000,"unchecked",19.35,1904.19,"debt",390.33,11635.44,"q2",2268.75,1,0,58000,9731.25,15540,12,0
0,0,92.7,16.29,"a",0,0,5326.74,6707.19," 3 yrs",0,10,"6",10000,353.01,10000,"partial",17.97,2033.93,"debt",353.01,6707.19,"q4",5326.74,0,0,48000,4673.26,8715,7,2
0,0,75,13.99,"a",0,0,11714.89,3327.18," 3 yrs",0,38,"10+",14000,478.42,14000,"unchecked",20.19,1042.07,"debt",478.42,3327.18,"q3",11714.89,0,0,2e+05,2285.11,79652,23,0
1,0,39.7,12.99,"b",0,0,0,2075.36," 3 yrs",0,25,"3",4400,148.24,4400,"unchecked",18.12,563.29,"debt",148.24,2075.36,"q3",0,0,0,39000,1512.07,3140,16,0
0,0,33.5,10.16,"a",0,0,0,40751.3277554," 3 yrs",0,47,"5",35000,1131.99,35000,"checked",18.53,5751.33,"debt",1131.67,40722.22,"q2",0,0,0,95000,35000,14410,14,1
0,0,21.9,14.33,"b",0,0,1808.76,234.97," 3 yrs",0,15,"< 1",2000,68.68,2000,"partial",13.63,43.73,"transport",68.68,234.97,"q3",1808.76,0,0,42000,191.24,3175,8,0
0,0,96.8,17.86,"b",0,0,21919.11,5888.91," 5 yrs",0,34,"10+",25000,632.94,25000,"partial",25.14,2808.02,"debt",632.94,5888.91,"q4",21919.11,0,0,128000,3080.89,155160,15,0
0,0,42,16.99,"a",0,0,23215.07,4602.78," 3 yrs",0,23,"5",26100,930.41,26100,"checked",14.03,1717.85,"debt",930.41,4576.33,"q4",23081.65,0,1,58000,2884.93,17326,14,1
0,0,65.9,7.9,"a",0,0,9801.56,14456.19," 3 yrs",0,25,"7",22000,688.39,22000,"partial",11.45,2257.75,"cc",688.39,14390.48,"q1",9757.01,0,0,50000,12198.44,15939,7,1
